UniversalMessageId,Message,Day
TWITTER_2_1235255048126500864,"""Avant que Joe Biden ne lance sa campagne, ses conseillers testaient publiquement l'ide que lui et Abrams annoncent un ticket commun, avant mme le dbut des primaires"". Et maintenant? Stacey Abrams tient la corde, mais elle n'est pas la seule VP possible",2020-03-04
TWITTER_2_1235240517509795841,"Virginia bans conversion therapy for minorsBloomberg drops out, endorses BidenTrump taps ex-chemical industry chief to lead consumer watchdog groupU.S. prepares for st online censusTrumps favorite Democrat beats AOC-backed challenger in",2020-03-04
TWITTER_7_1235237810069803009,Voting rates by age have been pretty consistent for decades. Unlikely that Sanders or Biden would change,2020-03-04
TWITTER_7_1235229701880369152,"I believe you and I have a lot in common as to policy long game. My Biden pref is based on survival of basic protections, Senate, SCt, census-based redistricting, & the candidate most likely to bring in the broadest/deepest/most qualified bench into all positions.",2020-03-04
TWITTER_2_1235204840659222528,It's a fucking census year and y'all are going to run Joe Biden,2020-03-04
TWITTER_7_1235120566014578689,"I hate Biden and won't vote for him unless I absolutely have to, but republicans winning in a census year and getting a -2 supreme court could entrench barbarism for a generation, so if it comes down to it I may have to eat shit and then work on getting revenge.",2020-03-04
TWITTER_7_1235101681731289089,"I adore and your peace and compassion.I can't continue to follow you however.I was a voter,till I voted for Biden tnite.I wasn't influenced by anybody or establishment.I was motivated by my lgbt rights being destroyed for generations by another Sup. Court + census loss.",2020-03-04
TWITTER_4_1235094690120077313,"Did you say that Biden received a jump in votes from Brownsville Texas? I cked into the Census report. I sent u a text b4 this. Did you get it> Dude, % of ppl dont speak English there. % live in poverty. Rent average is $700 a month. % have NO INSURANCE.",2020-03-04
TWITTER_7_1235078210972348417,"I honestly am. The one thing I had in was the reservation that at least we'd have another shot in with the census election, Biden is going to lose to Trump in spectacular fashion and we're going to go into with the very likelihood the Supreme Court is -2.",2020-03-04
TWITTER_7_1235077092787646465,And another decade under a new round of gerrymandering based on the census. Top bad Biden is a terrible candidate.,2020-03-04
TWITTER_8_1235075812216332288,"Biden leads in same day vote totals in Bexar County TX by votes. According to the US Census, Bexar County is % Hispanic or Latino.",2020-03-04
TWITTER_7_1235630406256320512,"Sanders voters claim Biden is rigging the system but its the Republicans who shut down s of polling places in red states gerrymandered them to death and create endless laws making voting hard. If we dont hang on to the House in , a census year, theyll do it again",2020-03-05
TWITTER_7_1235611431082414080,"Also, thank you for reminding us about the census and redistricting. Who is working on that with Eric Holder right now? Oh yeah, Biden's old boss.",2020-03-05
TWITTER_7_1235610368455536642,"..than he ever could have on the inside, like wise Bernie in control would be dog catches car We need to build up our stable, win the census redistricting battles so we can keep the House and start to flip the senate Biden will do more practically to set the ground work",2020-03-05
TWITTER_8_1235602478361505792,"With a Biden nomination you get:Republicans keep SenateRepublicans regain houseREDMAP (Michigan, Virginia, Florida, Ohio, Indiana, Pennsylvania and other swing states get Republican legislatures drawing next decade's congressional districts after census)",2020-03-05
TWITTER_2_1235558292925054979,"Biden did better in counties with more older residents and those with higher median incomes, analysis of vote totals and U.S. Census data shows. In the states five most affluent counties, on average nearly % of people picked Biden while about % chose Sanders.",2020-03-05
TWITTER_7_1235447014864728064,"FWIW, US Census bureau defines baby boomers as born between mid and .Bloomberg - , not a boomer, too oldSanders - , not a boomer, too oldBiden - , not a boomer, too oldWarren - , boomer!Asshole occupying Whitehouse, June , boomer, just barely",2020-03-05
TWITTER_7_1235445737124704257,"AOC and the census has what to do with Omar? I have nothing against Biden or Bernie (I'm voting blue), but I do live in Omar's district & I don't think most voters will even be aware of her Biden comment, much less care about it when she's up for re-election.",2020-03-05
TWITTER_7_1235439586035154944,"Yeah the problem is Biden can't beat Trump, he would cost the Democratic majority in the house bolster the Republican majority in the Senate and give the state's back to Republicans right after the census so they can gerrymander the fuck put of the country.",2020-03-05
TWITTER_2_1235689324307525638,"Take a good look at this picture. Its a Facebook ad that Facebook has thankfully taken down. Its the Trump Campaign trying to intertwine its campaign with the taking of the CensusGo ahead, conservatives, defend thisVote Biden to get rid of this kind of corruption",2020-03-05
TWITTER_4_1235685318931517440,"Trump has to remove his misleading census ads in Facebook. Trump was trying to con voters! But lets hurl fake accusations at Biden, .",2020-03-05
TWITTER_7_1235684697222463488,"their methodology didn't just poll democrats, but republicans and independents too. No callouts of age of respondents other than ""weighted to model after Census data"" aka probably the older, white audience boosting these numbers for Biden",2020-03-05
TWITTER_2_1235769650350297088,Under the new census one vote for Joe Biden is the vote for war a vote for Donald John Trump is a vote for peace stop Joe Biden from practicing beatdowns in public and Hate Public Schools,2020-03-05
TWITTER_7_1235756673945329664,"Wait, are you confusing Bush I's Iraq war with Bush II's Iraq war? The Biden vote people are rightfully upset about was in % of households had internet access according to the US census.",2020-03-05
TWITTER_8_1235756310697832454,The census lady is Black and she told me she voted for Elizabeth Warren and her mama voted for Joe Biden.,2020-03-05
TWITTER_7_1235745419659001856,"I'm aware of census regs. Also aware that if someone don't want things counted they don't get counted be it Trump, Biden, repub/dem, the president/congress/senate. people need to see the system for what it is not repub/dem. it's about control they both want it from one place.",2020-03-05
TWITTER_7_1235739288240873472,"If that happens, he wont be wrong. Not just support Biden but work our asses off to elect Dems to control the Senate. This election is like none other, not just b/c of Trump. B/c of census and SCOTUS and future where the GOP can gerrymander a permanent majority. Must stop them.",2020-03-05
TWITTER_7_1235719849038483456,"and we need someone who can help us keep the house and win the senate majority. It's also , a census year so we need to make gains in the States. Biden at the top of the ticket is better than Sanders at the top. This is about more than just the presidency.",2020-03-05
TWITTER_8_1236118714509971458,Facebook removes Trump's campaign ads. Ignore FB's lies about why they did it and focus on WHAT they did - they removed Trump's campaign ads. And left in Bernie's and Biden',2020-03-06
TWITTER_7_1236043570257244160,"""Maybe Biden will bring out black people?""Use the census voter numbers, do the math, even if Clinton had turned out black people like Obama did in (!!!) she still wouldn't have beaten Trump in all midwest states she needed. We're literally doing the same thing!",2020-03-06
TWITTER_2_1235999255799697408,"Extreme ""whatabout-ism"" is a failing tactic. Of course Biden used the word Negro, everybody did. It was on the US Census until . By this standard America was racist at least until ... Soooooo which is it?",2020-03-06
TWITTER_2_1235899157308637184,"Okay, so remove misleading Biden and Sanders ads while youre at it too!",2020-03-06
